	h1	h2	keep
Hcv1.1.c9.g471.i1	973	973	h1
Hcv1.1.c5.g148.i2	400	402	h2
Hcv1.1.c10.g414.i2	1328	1328	h1
Hcv1.1.c1.g1029.i1	388	388	h1
Hcv1.1.c6.g1071.i1	152	152	h1
Hcv1.1.c2.g1275.i1	752	752	h1
Hcv1.1.c11.g764.i2	251	251	h1
Hcv1.1.c3.g1091.i1	371	360	h1
Hcv1.1.c5.g526.i1	147	147	h1
Hcv1.1.c9.g28.i1	285	285	h1
Hcv1.1.c9.g729.i1	454	454	h1
Hcv1.1.c11.g286.i1	369	533	h2
Hcv1.1.c2.g859.i2	400	400	h1
Hcv1.1.c3.g644.i1	773	773	h1
Hcv1.1.c4.g22.i1	762	530	h1
Hcv1.1.c6.g233.i1	408	443	h2
Hcv1.1.c11.g77.i2	203	191	h1
Hcv1.1.c4.g318.i1	267	267	h1
Hcv1.1.c12.g354.i1	536	536	h1
Hcv1.1.c2.g1248.i1	354	354	h1
Hcv1.1.c9.g243.i1	196	196	h1
Hcv1.1.c7.g796.i1	147	147	h1
Hcv1.1.c6.g748.i5	618	618	h1
Hcv1.1.c2.g483.i1	160	285	h2
Hcv1.1.c2.g1346.i1	221	221	h1
Hcv1.1.c13.g139.i1	149	149	h1
Hcv1.1.c3.g437.i2	322	322	h1
Hcv1.1.c6.g1037.i1	187	128	h1
Hcv1.1.c2.g2.i1	270	270	h1
Hcv1.1.c6.g1057.i2	110	110	h1
Hcv1.1.c8.g167.i3	242	208	h1
Hcv1.1.c10.g169.i1	524	524	h1
Hcv1.1.c4.g644.i1	770	770	h1
Hcv1.1.c13.g327.i1	168	168	h1
Hcv1.1.c11.g275.i1	79	79	h1
Hcv1.1.c2.g447.i1	698	698	h1
Hcv1.1.c2.g855.i1	518	517	h1
Hcv1.1.c10.g446.i1	862	862	h1
Hcv1.1.c12.g448.i2	592	627	h2
Hcv1.1.c9.g173.i2	331	331	h1
Hcv1.1.c9.g114.i1	467	466	h1
Hcv1.1.c12.g72.i1	621	610	h1
Hcv1.1.c8.g141.i1	472	474	h2
Hcv1.1.c6.g266.i2	228	228	h1
Hcv1.1.c6.g719.i1	310	310	h1
Hcv1.1.c10.g55.i1	78	81	h2
Hcv1.1.c1.g438.i1	2023	1922	h1
Hcv1.1.c4.g482.i1	708	708	h1
Hcv1.1.c1.g1273.i1	213	212	h1
Hcv1.1.c2.g431.i1	373	373	h1
Hcv1.1.c9.g135.i2	298	298	h1
Hcv1.1.c5.g1057.i5	274	274	h1
Hcv1.1.c2.g40.i1	222	224	h2
Hcv1.1.c3.g146.i1	1001	1001	h1
Hcv1.1.c7.g821.i1	614	614	h1
Hcv1.1.c11.g306.i1	538	538	h1
Hcv1.1.c12.g52.i3	1144	1144	h1
Hcv1.1.c1.g457.i3	773	419	h1
Hcv1.1.c4.g194.i1	442	443	h2
Hcv1.1.c5.g912.i1	121	121	h1
Hcv1.1.c3.g1130.i1	182	182	h1
Hcv1.1.c11.g532.i1	835	835	h1
Hcv1.1.c7.g459.i1	1719	1989	h2
Hcv1.1.c9.g415.i1	438	438	h1
Hcv1.1.c2.g1315.i2	671	670	h1
Hcv1.1.c4.g411.i1	1020	1020	h1
Hcv1.1.c7.g696.i2	2314	2310	h1
Hcv1.1.c6.g935.i1	177	177	h1
Hcv1.1.c4.g169.i1	294	294	h1
Hcv1.1.c1.g228.i2	206	206	h1
Hcv1.1.c11.g818.i1	84	84	h1
Hcv1.1.c13.g107.i4	417	417	h1
Hcv1.1.c6.g942.i1	940	940	h1
Hcv1.1.c3.g197.i1	500	961	h2
Hcv1.1.c1.g56.i1	236	236	h1
Hcv1.1.c1.g753.i2	657	660	h2
Hcv1.1.c13.g120.i1	925	923	h1
Hcv1.1.c5.g181.i1	649	649	h1
Hcv1.1.c5.g680.i1	398	398	h1
Hcv1.1.c5.g592.i1	1257	1257	h1
Hcv1.1.c7.g587.i1	281	281	h1
Hcv1.1.c6.g368.i2	358	358	h1
Hcv1.1.c3.g212.i1	244	244	h1
Hcv1.1.c10.g322.i1	908	915	h2
Hcv1.1.c10.g191.i1	609	609	h1
Hcv1.1.c6.g750.i1	363	227	h1
Hcv1.1.c4.g207.i1	586	586	h1
Hcv1.1.c3.g824.i2	345	337	h1
Hcv1.1.c1.g142.i1	688	688	h1
Hcv1.1.c9.g455.i1	239	301	h2
Hcv1.1.c5.g1107.i1	311	190	h1
Hcv1.1.c9.g583.i1	229	229	h1
Hcv1.1.c5.g901.i3	299	299	h1
Hcv1.1.c4.g513.i1	679	679	h1
Hcv1.1.c3.g499.i1	257	257	h1
Hcv1.1.c6.g927.i1	246	246	h1
Hcv1.1.c11.g121.i1	385	385	h1
Hcv1.1.c1.g1380.i1	880	880	h1
Hcv1.1.c8.g392.i1	481	479	h1
Hcv1.1.c3.g986.i1	623	623	h1
Hcv1.1.c4.g204.i2	303	303	h1
Hcv1.1.c7.g241.i3	507	508	h2
Hcv1.1.c6.g127.i4	453	453	h1
Hcv1.1.c9.g527.i1	218	218	h1
Hcv1.1.c9.g773.i4	818	818	h1
Hcv1.1.c8.g494.i1	866	875	h2
Hcv1.1.c10.g516.i2	134	134	h1
Hcv1.1.c2.g82.i1	614	614	h1
Hcv1.1.c5.g863.i1	186	186	h1
Hcv1.1.c11.g316.i1	616	616	h1
Hcv1.1.c11.g711.i1	210	210	h1
Hcv1.1.c3.g783.i1	1131	1131	h1
Hcv1.1.c10.g468.i1	672	672	h1
Hcv1.1.c3.g525.i1	564	366	h1
Hcv1.1.c12.g311.i1	2199	2199	h1
Hcv1.1.c10.g271.i1	881	881	h1
Hcv1.1.c11.g400.i1	314	316	h2
Hcv1.1.c11.g767.i2	227	227	h1
Hcv1.1.c10.g25.i2	337	337	h1
Hcv1.1.c6.g1067.i1	1698	1686	h1
Hcv1.1.c4.g571.i1	771	771	h1
Hcv1.1.c11.g48.i3	231	231	h1
Hcv1.1.c6.g801.i1	219	219	h1
Hcv1.1.c1.g857.i1	755	755	h1
Hcv1.1.c9.g400.i1	223	214	h1
Hcv1.1.c6.g394.i1	94	94	h1
Hcv1.1.c1.g239.i1	998	998	h1
Hcv1.1.c7.g116.i1	416	416	h1
Hcv1.1.c11.g362.i1	53	53	h1
Hcv1.1.c12.g67.i1	114	130	h2
Hcv1.1.c8.g772.i5	1044	1044	h1
Hcv1.1.c8.g86.i1	160	66	h1
Hcv1.1.c8.g630.i2	882	869	h1
Hcv1.1.c11.g232.i1	159	159	h1
Hcv1.1.c1.g1017.i1	681	681	h1
Hcv1.1.c5.g269.i4	835	834	h1
Hcv1.1.c6.g89.i1	539	534	h1
Hcv1.1.c6.g136.i1	943	943	h1
Hcv1.1.c6.g646.i1	2262	2262	h1
Hcv1.1.c13.g336.i1	329	329	h1
Hcv1.1.c7.g131.i1	355	355	h1
Hcv1.1.c5.g147.i1	644	644	h1
Hcv1.1.c12.g224.i1	1127	1127	h1
Hcv1.1.c2.g863.i2	406	406	h1
Hcv1.1.c3.g1148.i3	533	533	h1
Hcv1.1.c5.g233.i1	686	686	h1
Hcv1.1.c5.g639.i1	1932	1933	h2
Hcv1.1.c8.g695.i1	1634	1667	h2
Hcv1.1.c8.g646.i6	834	834	h1
Hcv1.1.c1.g975.i2	50	50	h1
Hcv1.1.c8.g664.i1	513	513	h1
Hcv1.1.c11.g331.i1	109	109	h1
Hcv1.1.c6.g63.i2	743	743	h1
Hcv1.1.c9.g719.i1	146	146	h1
Hcv1.1.c12.g247.i5	955	1242	h2
Hcv1.1.c13.g530.i1	230	230	h1
Hcv1.1.c8.g212.i1	256	256	h1
Hcv1.1.c2.g968.i1	444	444	h1
Hcv1.1.c4.g551.i2	417	417	h1
Hcv1.1.c1.g543.i2	454	454	h1
Hcv1.1.c3.g859.i3	159	159	h1
Hcv1.1.c6.g248.i1	746	746	h1
Hcv1.1.c8.g403.i1	376	376	h1
Hcv1.1.c11.g762.i1	427	427	h1
Hcv1.1.c8.g584.i2	625	625	h1
Hcv1.1.c9.g547.i1	740	740	h1
Hcv1.1.c1.g789.i4	346	346	h1
Hcv1.1.c1.g862.i2	516	516	h1
Hcv1.1.c13.g492.i1	310	310	h1
Hcv1.1.c8.g502.i2	1529	1768	h2
Hcv1.1.c6.g333.i1	133	71	h1
Hcv1.1.c8.g626.i1	1093	858	h1
Hcv1.1.c4.g607.i1	480	480	h1
Hcv1.1.c12.g314.i1	274	268	h1
Hcv1.1.c5.g342.i2	323	323	h1
Hcv1.1.c2.g482.i1	215	215	h1
Hcv1.1.c4.g58.i4	532	532	h1
Hcv1.1.c9.g430.i2	599	601	h2
Hcv1.1.c11.g534.i2	758	758	h1
Hcv1.1.c5.g358.i1	402	404	h2
Hcv1.1.c8.g2.i1	503	503	h1
Hcv1.1.c12.g208.i3	997	916	h1
Hcv1.1.c6.g569.i1	135	135	h1
Hcv1.1.c8.g167.i2	206	208	h2
Hcv1.1.c3.g590.i1	820	820	h1
Hcv1.1.c3.g652.i2	181	181	h1
Hcv1.1.c6.g454.i1	705	705	h1
Hcv1.1.c1.g1112.i1	466	580	h2
Hcv1.1.c8.g455.i1	122	60	h1
Hcv1.1.c4.g430.i1	63	63	h1
Hcv1.1.c7.g106.i1	66	66	h1
Hcv1.1.c2.g594.i1	1609	1607	h1
Hcv1.1.c1.g3.i1	202	202	h1
Hcv1.1.c12.g271.i1	387	384	h1
Hcv1.1.c1.g1392.i2	572	572	h1
Hcv1.1.c13.g176.i1	323	323	h1
Hcv1.1.c12.g434.i1	902	902	h1
Hcv1.1.c2.g1192.i1	567	557	h1
Hcv1.1.c6.g1067.i2	1669	1669	h1
Hcv1.1.c10.g434.i1	1190	1190	h1
Hcv1.1.c1.g589.i1	143	145	h2
Hcv1.1.c7.g615.i1	418	418	h1
Hcv1.1.c11.g222.i2	807	819	h2
Hcv1.1.c8.g556.i3	756	713	h1
Hcv1.1.c6.g317.i1	674	434	h1
Hcv1.1.c8.g487.i1	300	299	h1
Hcv1.1.c5.g821.i1	2596	2596	h1
Hcv1.1.c5.g1062.i1	214	214	h1
Hcv1.1.c9.g552.i1	215	198	h1
Hcv1.1.c5.g750.i1	859	878	h2
Hcv1.1.c3.g542.i2	363	364	h2
Hcv1.1.c5.g1152.i1	296	296	h1
Hcv1.1.c7.g559.i2	446	446	h1
Hcv1.1.c11.g692.i1	343	343	h1
Hcv1.1.c1.g481.i3	527	527	h1
Hcv1.1.c2.g1173.i1	181	179	h1
Hcv1.1.c13.g374.i1	1572	1572	h1
Hcv1.1.c2.g214.i1	495	495	h1
Hcv1.1.c3.g784.i1	454	454	h1
Hcv1.1.c12.g416.i1	280	280	h1
Hcv1.1.c1.g1515.i1	854	426	h1
Hcv1.1.c2.g973.i2	1428	1428	h1
Hcv1.1.c4.g136.i1	-1	-1	NO
Hcv1.1.c7.g58.i1	-1	-1	NO
Hcv1.1.c11.g285.i1	703	703	h1
Hcv1.1.c9.g470.i3	158	160	h2
Hcv1.1.c13.g145.i3	715	694	h1
Hcv1.1.c2.g400.i1	791	791	h1
Hcv1.1.c8.g83.i2	354	355	h2
Hcv1.1.c4.g81.i1	87	105	h2
Hcv1.1.c7.g96.i4	812	812	h1
Hcv1.1.c10.g351.i1	556	557	h2
Hcv1.1.c5.g112.i2	276	276	h1
Hcv1.1.c3.g718.i5	167	429	h2
Hcv1.1.c8.g231.i1	188	188	h1
Hcv1.1.c10.g483.i1	76	76	h1
Hcv1.1.c5.g1097.i1	170	170	h1
Hcv1.1.c10.g48.i1	971	402	h1
Hcv1.1.c6.g608.i1	-1	-1	NO
Hcv1.1.c7.g841.i1	291	291	h1
Hcv1.1.c1.g588.i1	618	618	h1
Hcv1.1.c5.g951.i1	1442	1442	h1
Hcv1.1.c3.g851.i4	392	392	h1
Hcv1.1.c5.g1057.i1	485	483	h1
Hcv1.1.c6.g571.i1	493	493	h1
Hcv1.1.c9.g773.i23	732	593	h1
Hcv1.1.c5.g505.i1	498	498	h1
Hcv1.1.c6.g713.i2	114	114	h1
Hcv1.1.c13.g136.i1	257	358	h2
Hcv1.1.c9.g215.i2	776	777	h2
Hcv1.1.c11.g601.i1	518	518	h1
Hcv1.1.c8.g517.i1	229	229	h1
Hcv1.1.c2.g141.i1	709	707	h1
Hcv1.1.c5.g308.i2	1115	677	h1
Hcv1.1.c5.g383.i4	826	831	h2
Hcv1.1.c7.g9.i1	865	864	h1
Hcv1.1.c11.g279.i2	693	693	h1
Hcv1.1.c10.g207.i1	1019	1020	h2
Hcv1.1.c3.g168.i1	236	236	h1
Hcv1.1.c8.g675.i1	300	300	h1
Hcv1.1.c2.g53.i1	347	323	h1
Hcv1.1.c2.g97.i2	900	895	h1
Hcv1.1.c2.g34.i3	527	527	h1
Hcv1.1.c3.g619.i2	737	689	h1
Hcv1.1.c4.g712.i1	352	352	h1
Hcv1.1.c1.g1401.i1	834	891	h2
Hcv1.1.c8.g270.i1	164	164	h1
Hcv1.1.c5.g442.i2	1346	1359	h2
Hcv1.1.c7.g151.i1	254	254	h1
Hcv1.1.c7.g181.i1	362	363	h2
Hcv1.1.c6.g998.i2	501	501	h1
Hcv1.1.c4.g677.i1	297	295	h1
Hcv1.1.c3.g153.i2	392	392	h1
Hcv1.1.c6.g296.i1	329	355	h2
Hcv1.1.c8.g161.i1	152	152	h1
Hcv1.1.c5.g512.i1	440	440	h1
Hcv1.1.c13.g170.i1	1383	1383	h1
Hcv1.1.c1.g1433.i1	193	193	h1
Hcv1.1.c3.g916.i1	832	832	h1
Hcv1.1.c6.g1122.i1	1085	1085	h1
Hcv1.1.c13.g451.i3	188	148	h1
Hcv1.1.c7.g520.i1	188	188	h1
Hcv1.1.c3.g1154.i1	377	377	h1
Hcv1.1.c4.g498.i2	223	223	h1
Hcv1.1.c7.g887.i1	238	238	h1
Hcv1.1.c1.g694.i1	128	128	h1
Hcv1.1.c8.g337.i1	822	822	h1
Hcv1.1.c13.g86.i1	263	263	h1
Hcv1.1.c5.g754.i2	699	699	h1
Hcv1.1.c5.g1060.i1	417	417	h1
Hcv1.1.c1.g591.i1	317	317	h1
Hcv1.1.c2.g191.i2	345	343	h1
Hcv1.1.c7.g484.i1	1103	1010	h1
Hcv1.1.c1.g503.i2	226	226	h1
Hcv1.1.c2.g1302.i2	335	335	h1
Hcv1.1.c4.g303.i1	1333	1333	h1
Hcv1.1.c5.g165.i2	491	491	h1
Hcv1.1.c3.g214.i3	693	693	h1
Hcv1.1.c4.g301.i1	70	70	h1
Hcv1.1.c6.g139.i3	1031	1031	h1
Hcv1.1.c11.g438.i1	492	492	h1
Hcv1.1.c9.g275.i8	1034	1034	h1
Hcv1.1.c13.g372.i1	303	303	h1
Hcv1.1.c7.g778.i1	210	210	h1
Hcv1.1.c13.g119.i2	739	694	h1
Hcv1.1.c13.g489.i3	1094	1094	h1
Hcv1.1.sca18.g2.i1	715	540	h1
Hcv1.1.c3.g455.i1	463	463	h1
Hcv1.1.c3.g863.i3	846	839	h1
Hcv1.1.c9.g574.i1	454	454	h1
Hcv1.1.c5.g474.i1	584	584	h1
Hcv1.1.c3.g885.i1	496	496	h1
Hcv1.1.c8.g617.i1	512	512	h1
Hcv1.1.c3.g432.i3	794	794	h1
Hcv1.1.c3.g649.i1	202	202	h1
Hcv1.1.c5.g661.i1	579	579	h1
Hcv1.1.c7.g297.i1	1080	1082	h2
Hcv1.1.c1.g44.i3	901	901	h1
Hcv1.1.c6.g650.i1	433	433	h1
Hcv1.1.c7.g79.i1	1151	1150	h1
Hcv1.1.c8.g48.i1	370	271	h1
Hcv1.1.c4.g245.i2	890	890	h1
Hcv1.1.c8.g353.i1	630	630	h1
Hcv1.1.c2.g238.i10	502	502	h1
Hcv1.1.c10.g250.i3	589	576	h1
Hcv1.1.c11.g474.i1	883	883	h1
Hcv1.1.c6.g566.i1	204	204	h1
Hcv1.1.c9.g773.i18	722	722	h1
Hcv1.1.c13.g43.i1	470	472	h2
Hcv1.1.c8.g501.i1	341	341	h1
Hcv1.1.c13.g388.i1	165	165	h1
Hcv1.1.c11.g205.i2	1205	1205	h1
Hcv1.1.c9.g121.i1	126	126	h1
Hcv1.1.c1.g1376.i1	416	416	h1
Hcv1.1.c9.g289.i1	-1	-1	NO
Hcv1.1.c1.g606.i1	117	117	h1
Hcv1.1.c5.g1058.i1	291	291	h1
Hcv1.1.c4.g629.i1	880	881	h2
Hcv1.1.c6.g676.i1	401	401	h1
Hcv1.1.c10.g489.i1	762	592	h1
Hcv1.1.c1.g474.i1	359	359	h1
Hcv1.1.c1.g793.i1	2629	2629	h1
Hcv1.1.c1.g68.i1	-1	-1	NO
Hcv1.1.c9.g77.i1	508	508	h1
Hcv1.1.c11.g414.i1	2588	2589	h2
Hcv1.1.c7.g639.i2	278	278	h1
Hcv1.1.c7.g831.i1	-1	-1	NO
Hcv1.1.c7.g283.i3	783	783	h1
Hcv1.1.c2.g313.i1	935	935	h1
Hcv1.1.c2.g389.i1	449	449	h1
Hcv1.1.c2.g884.i1	291	292	h2
Hcv1.1.c1.g29.i1	463	463	h1
Hcv1.1.c8.g47.i5	679	679	h1
Hcv1.1.c7.g717.i2	245	245	h1
Hcv1.1.c9.g746.i1	1314	1314	h1
Hcv1.1.c1.g767.i1	181	181	h1
Hcv1.1.c1.g603.i1	139	139	h1
Hcv1.1.c6.g146.i2	379	379	h1
Hcv1.1.c7.g182.i1	667	708	h2
Hcv1.1.c3.g1034.i1	541	540	h1
Hcv1.1.c7.g24.i1	532	532	h1
Hcv1.1.c7.g437.i1	337	334	h1
Hcv1.1.c1.g368.i1	348	348	h1
Hcv1.1.c2.g1325.i1	415	417	h2
Hcv1.1.c2.g221.i1	497	497	h1
Hcv1.1.c3.g502.i2	492	492	h1
Hcv1.1.c3.g915.i2	410	410	h1
Hcv1.1.c4.g94.i1	378	379	h2
Hcv1.1.c4.g155.i1	475	475	h1
Hcv1.1.c1.g44.i2	908	908	h1
Hcv1.1.c2.g324.i1	194	196	h2
Hcv1.1.c7.g553.i1	523	523	h1
Hcv1.1.c11.g77.i1	203	191	h1
Hcv1.1.c11.g550.i3	1085	1057	h1
Hcv1.1.c6.g13.i19	345	345	h1
Hcv1.1.c7.g590.i2	352	352	h1
Hcv1.1.c2.g418.i1	519	519	h1
Hcv1.1.c5.g237.i1	1590	1590	h1
Hcv1.1.c13.g272.i4	413	413	h1
Hcv1.1.c8.g387.i3	308	308	h1
Hcv1.1.c9.g488.i1	481	468	h1
Hcv1.1.c11.g659.i1	537	537	h1
Hcv1.1.c1.g1064.i1	211	211	h1
Hcv1.1.c1.g243.i1	289	289	h1
Hcv1.1.c1.g632.i1	284	284	h1
Hcv1.1.c3.g475.i2	303	303	h1
Hcv1.1.c5.g770.i2	165	165	h1
Hcv1.1.c7.g700.i2	186	186	h1
Hcv1.1.c1.g1214.i1	333	333	h1
Hcv1.1.c5.g1081.i1	172	172	h1
Hcv1.1.c1.g480.i3	425	425	h1
Hcv1.1.c4.g199.i2	153	153	h1
Hcv1.1.c11.g145.i1	402	402	h1
Hcv1.1.c12.g358.i2	67	112	h2
Hcv1.1.c12.g406.i1	570	881	h2
Hcv1.1.c1.g1235.i1	1087	1079	h1
Hcv1.1.c11.g247.i1	702	704	h2
Hcv1.1.c8.g266.i3	598	599	h2
Hcv1.1.c8.g814.i2	938	938	h1
Hcv1.1.c11.g547.i2	775	750	h1
Hcv1.1.c12.g381.i1	336	336	h1
Hcv1.1.c11.g637.i3	629	629	h1
Hcv1.1.c9.g560.i1	896	896	h1
Hcv1.1.c7.g195.i1	1169	1169	h1
Hcv1.1.c12.g436.i1	916	916	h1
Hcv1.1.c11.g238.i1	256	327	h2
Hcv1.1.c1.g198.i3	500	510	h2
Hcv1.1.c2.g1187.i1	1160	1160	h1
Hcv1.1.c1.g12.i8	643	643	h1
Hcv1.1.c6.g139.i1	1062	1062	h1
Hcv1.1.c6.g1034.i2	648	648	h1
Hcv1.1.c13.g141.i1	-1	-1	NO
Hcv1.1.c3.g1104.i1	2237	2237	h1
Hcv1.1.c5.g132.i1	190	190	h1
Hcv1.1.c4.g380.i1	54	78	h2
Hcv1.1.c3.g266.i1	350	255	h1
Hcv1.1.c6.g893.i1	539	539	h1
Hcv1.1.c9.g405.i1	480	466	h1
Hcv1.1.c11.g177.i2	501	501	h1
Hcv1.1.c3.g976.i3	401	401	h1
Hcv1.1.c1.g55.i1	222	222	h1
Hcv1.1.c9.g161.i1	340	340	h1
Hcv1.1.c10.g1.i1	617	617	h1
Hcv1.1.c9.g223.i7	376	376	h1
Hcv1.1.c10.g227.i2	1245	1245	h1
Hcv1.1.c6.g200.i7	1651	1646	h1
Hcv1.1.c5.g989.i2	402	402	h1
Hcv1.1.c8.g259.i1	383	297	h1
Hcv1.1.c10.g379.i1	648	648	h1
Hcv1.1.c11.g183.i1	492	492	h1
Hcv1.1.c11.g560.i9	89	89	h1
Hcv1.1.c3.g978.i3	1091	1091	h1
Hcv1.1.c4.g731.i1	317	317	h1
Hcv1.1.c12.g50.i6	762	762	h1
Hcv1.1.c12.g100.i1	330	330	h1
Hcv1.1.c6.g259.i3	820	1318	h2
Hcv1.1.c2.g1359.i1	257	257	h1
Hcv1.1.c1.g409.i1	138	138	h1
Hcv1.1.c1.g1169.i1	263	282	h2
Hcv1.1.c9.g269.i3	283	283	h1
Hcv1.1.c7.g458.i1	952	955	h2
Hcv1.1.c12.g119.i1	521	364	h1
Hcv1.1.c4.g669.i1	83	83	h1
Hcv1.1.c7.g301.i1	429	401	h1
Hcv1.1.c13.g224.i1	250	250	h1
Hcv1.1.c13.g368.i2	396	396	h1
Hcv1.1.c1.g106.i1	261	261	h1
Hcv1.1.c1.g919.i1	195	195	h1
Hcv1.1.c3.g240.i1	528	528	h1
Hcv1.1.c4.g405.i1	134	134	h1
Hcv1.1.c8.g359.i1	261	261	h1
Hcv1.1.c10.g372.i3	419	419	h1
Hcv1.1.c3.g54.i2	441	443	h2
Hcv1.1.c8.g202.i3	1240	1232	h1
Hcv1.1.c12.g176.i4	406	406	h1
Hcv1.1.c7.g788.i5	926	927	h2
Hcv1.1.c3.g591.i3	590	590	h1
Hcv1.1.c6.g200.i1	1085	1086	h2
Hcv1.1.c1.g854.i1	461	461	h1
Hcv1.1.c11.g103.i1	588	588	h1
Hcv1.1.c5.g784.i1	323	306	h1
Hcv1.1.c10.g552.i2	1690	1691	h2
Hcv1.1.c8.g831.i1	624	624	h1
Hcv1.1.c6.g797.i1	795	795	h1
Hcv1.1.c1.g463.i1	72	72	h1
Hcv1.1.c5.g949.i2	193	193	h1
Hcv1.1.c7.g645.i1	273	273	h1
Hcv1.1.c13.g227.i2	200	200	h1
Hcv1.1.c3.g610.i1	786	791	h2
Hcv1.1.c6.g722.i1	577	946	h2
Hcv1.1.c11.g341.i1	473	473	h1
Hcv1.1.c1.g269.i4	231	233	h2
Hcv1.1.c10.g504.i3	388	388	h1
Hcv1.1.c1.g1306.i1	581	558	h1
Hcv1.1.sca25.g1.i1	63	63	h1
Hcv1.1.c8.g580.i1	93	93	h1
Hcv1.1.c4.g166.i1	1960	1960	h1
Hcv1.1.c5.g790.i4	465	464	h1
Hcv1.1.c8.g357.i1	573	573	h1
Hcv1.1.c5.g894.i1	1249	1249	h1
Hcv1.1.c8.g108.i1	249	249	h1
Hcv1.1.c9.g465.i1	145	145	h1
Hcv1.1.c10.g448.i1	595	595	h1
Hcv1.1.c10.g38.i1	565	553	h1
Hcv1.1.c11.g468.i2	1363	1393	h2
Hcv1.1.c8.g255.i1	584	584	h1
Hcv1.1.c9.g270.i1	452	402	h1
Hcv1.1.c8.g126.i1	499	502	h2
Hcv1.1.c10.g480.i2	332	345	h2
Hcv1.1.c12.g184.i3	431	431	h1
Hcv1.1.c11.g253.i2	297	297	h1
Hcv1.1.c5.g229.i1	183	183	h1
Hcv1.1.c1.g383.i1	172	172	h1
Hcv1.1.c6.g829.i1	982	982	h1
Hcv1.1.c10.g35.i1	469	469	h1
Hcv1.1.c12.g66.i1	456	456	h1
Hcv1.1.c2.g885.i2	760	833	h2
Hcv1.1.c9.g260.i1	449	449	h1
Hcv1.1.c13.g142.i2	719	718	h1
Hcv1.1.c3.g312.i1	1190	1190	h1
Hcv1.1.c10.g390.i2	1006	1006	h1
Hcv1.1.c9.g492.i1	495	494	h1
Hcv1.1.c1.g653.i1	300	300	h1
Hcv1.1.c7.g786.i2	218	218	h1
Hcv1.1.c1.g956.i1	-1	124	h2
Hcv1.1.c9.g209.i1	1628	1629	h2
Hcv1.1.c6.g860.i1	63	67	h2
Hcv1.1.c11.g519.i1	350	350	h1
Hcv1.1.c3.g117.i1	152	152	h1
Hcv1.1.c11.g29.i1	211	211	h1
Hcv1.1.c6.g429.i2	475	475	h1
Hcv1.1.c1.g1223.i1	1024	1030	h2
Hcv1.1.c13.g73.i3	2081	2081	h1
Hcv1.1.c9.g773.i7	792	792	h1
Hcv1.1.c9.g32.i1	565	565	h1
Hcv1.1.c2.g1040.i1	584	587	h2
Hcv1.1.c12.g260.i2	132	132	h1
Hcv1.1.c7.g788.i13	429	429	h1
Hcv1.1.c3.g631.i2	704	704	h1
Hcv1.1.c13.g471.i1	803	803	h1
Hcv1.1.c5.g928.i1	672	672	h1
Hcv1.1.c12.g224.i2	1128	1128	h1
Hcv1.1.c6.g18.i1	110	110	h1
Hcv1.1.c3.g851.i17	403	403	h1
Hcv1.1.c1.g12.i6	643	643	h1
Hcv1.1.c13.g283.i1	224	224	h1
Hcv1.1.c2.g1320.i1	511	512	h2
Hcv1.1.c4.g233.i1	98	98	h1
Hcv1.1.c1.g269.i2	158	158	h1
Hcv1.1.c7.g677.i4	962	962	h1
Hcv1.1.c6.g532.i1	208	179	h1
Hcv1.1.c6.g732.i1	264	264	h1
Hcv1.1.c6.g1087.i1	425	426	h2
Hcv1.1.c1.g1175.i3	774	774	h1
Hcv1.1.c6.g643.i1	792	792	h1
Hcv1.1.c2.g891.i1	155	155	h1
Hcv1.1.c5.g873.i3	483	278	h1
Hcv1.1.c3.g210.i1	479	479	h1
Hcv1.1.c6.g522.i1	244	244	h1
Hcv1.1.c2.g908.i3	514	514	h1
Hcv1.1.c5.g411.i1	1124	1137	h2
Hcv1.1.c10.g426.i2	438	438	h1
Hcv1.1.c2.g290.i2	221	221	h1
Hcv1.1.c2.g1106.i1	323	323	h1
Hcv1.1.c9.g528.i1	525	525	h1
Hcv1.1.c4.g489.i1	1731	896	h1
Hcv1.1.c1.g515.i1	177	177	h1
Hcv1.1.c1.g800.i1	2206	2210	h2
Hcv1.1.c7.g225.i2	507	507	h1
Hcv1.1.c2.g351.i1	310	310	h1
Hcv1.1.c1.g621.i3	817	849	h2
Hcv1.1.c7.g426.i1	484	484	h1
Hcv1.1.c10.g381.i2	215	215	h1
Hcv1.1.c4.g500.i1	1361	1361	h1
Hcv1.1.c4.g78.i1	479	479	h1
Hcv1.1.c6.g536.i1	311	311	h1
Hcv1.1.c3.g410.i1	365	365	h1
Hcv1.1.c6.g418.i2	109	109	h1
Hcv1.1.c4.g493.i1	1222	1222	h1
Hcv1.1.c3.g299.i1	110	110	h1
Hcv1.1.c11.g841.i1	252	252	h1
Hcv1.1.c4.g164.i1	52	52	h1
Hcv1.1.c3.g922.i1	812	812	h1
Hcv1.1.c9.g9.i1	52	52	h1
Hcv1.1.c5.g1081.i2	346	346	h1
Hcv1.1.c8.g53.i1	215	215	h1
Hcv1.1.c1.g377.i2	502	502	h1
Hcv1.1.c1.g326.i1	103	120	h2
Hcv1.1.c12.g313.i1	1665	1613	h1
Hcv1.1.c5.g241.i1	64	64	h1
Hcv1.1.c1.g1005.i1	215	215	h1
Hcv1.1.c8.g35.i1	621	626	h2
Hcv1.1.c9.g514.i1	776	773	h1
Hcv1.1.c8.g162.i1	777	777	h1
